paper_id,pmid,title,authors,pub_year,published,journal,doi,external_url,source_page
abcd_38851850,38851850,Associations between perinatal risk and physical health in pre-adolescence in the Adolescent Brain Cognitive Development (ABCD) Study®: the unexpected relationship with sleep disruption.,Adise S; Palmer CE; Sheth C; Marshall AT; Baker FC; Brown SA; Chang L; Clark DB; Dagher RK; Diaz V; Haist F; Herting MM; Huber RS; LeBlanc K; Lee KC; Liang H; Linkersdörfer J; Lisdahl KM; Ma J; Neigh G; Patterson MW; Renshaw P; Rhee KE; Smith C; Tapert SF; Thompson WK; Uban KA; Yurgelun-Todd D; Sowell ER,2024,2024/06/08,Pediatric research,10.1038/s41390-024-03288-z,,10
abcd_38852089,38852089,Neighborhood Opportunity and Obesity in Early Adolescence: Differential Associations by Sex.,Ertel KA; Okuzono SS; Beyer LN; Pintro K; Cuevas AG; Slopen N,2024,2024/06/07,The Journal of adolescent health : official publication of the Society for Adolescent Medicine,10.1016/j.jadohealth.2024.04.009,,10
abcd_38844772,38844772,Long-term impact of digital media on brain development in children.,Nivins S; Sauce B; Liebherr M; Judd N; Klingberg T,2024,2024/06/06,Scientific reports,10.1038/s41598-024-63566-y,,10
abcd_38834780,38834780,Associations between media parenting practices and early adolescent screen use.,Nagata JM; Paul A; Yen F; Smith-Russack Z; Shao IY; Al-Shoaibi AAA; Ganson KT; Testa A; Kiss O; He J; Baker FC,2024,2024/06/05,Pediatric research,10.1038/s41390-024-03243-y,,10
abcd_38852932,38852932,Evidence for Environmental Risk Factors and Cumulative Stress Linking Racial/Ethnic Identity and Psychotic-Like Experiences in ABCD Study Data.,Petti E; Schiffman J; Oh H; Karcher NR,2024,2024/06/05,Journal of the American Academy of Child and Adolescent Psychiatry,10.1016/j.jaac.2024.04.017,,10
abcd_38849031,38849031,Examining the Most Important Risk Factors Predicting Persistent and Distressing Psychotic-like Experiences in Youth.,Karcher NR; Sotiras A; Niendam TA; Walker EF; Jackson JJ; Barch DM,2024,2024/06/05,Biological psychiatry. Cognitive neuroscience and neuroimaging,10.1016/j.bpsc.2024.05.009,,10
abcd_38840198,38840198,"Sex-specific associations of adolescent motherhood with cognitive function, behavioral problems, and autistic-like traits in offspring and the mediating roles of family conflict and altered brain structure.",Ren T; Zhang L; Liu Y; Zhang Q; Sun Y; Zhou W; Huang L; Wang M; Pu Y; Huang R; Chen J; He H; Zhu T; Wang S; Chen W; Zhang Q; Du W; Luo Q; Li F,2024,2024/06/05,BMC medicine,10.1186/s12916-024-03442-8,,10
abcd_38850213,38850213,"Partitioning variance in cortical morphometry into genetic, environmental, and subject-specific components.",Smith DM; Parekh P; Kennedy J; Loughnan R; Frei O; Nichols TE; Andreassen OA; Jernigan TL; Dale AM,2024,2024/06/04,"Cerebral cortex (New York, N.Y. : 1991)",10.1093/cercor/bhae234,,10
abcd_38880786,38880786,Leveraging the adolescent brain cognitive development study to improve behavioral prediction from neuroimaging in smaller replication samples.,Makowski C; Brown TT; Zhao W; Hagler DJ; Parekh P; Garavan H; Nichols TE; Jernigan TL; Dale AM,2024,2024/06/04,"Cerebral cortex (New York, N.Y. : 1991)",10.1093/cercor/bhae223,,10
abcd_38870601,38870601,Familial risk for depression moderates neural circuitry in healthy preadolescents to predict adolescent depression symptoms in the Adolescent Brain Cognitive Development (ABCD) Study.,Holt-Gosselin B; Keding TJ; Rodrigues K; Rueter A; Hendrickson TJ; Perrone A; Byington N; Houghton A; Miranda-Dominguez O; Feczko E; Fair DA; Joormann J; Gee DG,2024,2024/06/04,Developmental cognitive neuroscience,10.1016/j.dcn.2024.101400,,10
abcd_38829657,38829657,"Weight Indices, Cognition, and Mental Health From Childhood to Early Adolescence.",Li ZA; Ray MK; Gu Y; Barch DM; Hershey T,2024,2024/06/03,JAMA pediatrics,10.1001/jamapediatrics.2024.1379,,10
abcd_cardiovascular_health_profile_is_favorably_associated_with_brain_health_and_neur,,Cardiovascular health profile is favorably associated with brain health and neurocognitive development in adolescents,De Moraes ACF; Nascimento-Ferreira MV; Hunt EH; Knell G; Virostko J; Tapert SS; Kohl HW,2024,2024/06/03,Mental Health and Physical Activity,,,10
abcd_38865127,38865127,Aspects of Area Deprivation Index in Relation to Hippocampal Volume Among Children.,Ku BS; Aberizk K; Feurer C; Yuan Q; Druss BG; Jeste DV; Walker EF,2024,2024/06/03,JAMA network open,10.1001/jamanetworkopen.2024.16484,,10
abcd_38865126,38865126,Racial Discrimination and Risk for Internalizing and Externalizing Symptoms Among Black Youths.,Oshri A; Reck AJ; Carter SE; Uddin LQ; Geier CF; Beach SRH; Brody GH; Kogan SM; Sweet LH,2024,2024/06/03,JAMA network open,10.1001/jamanetworkopen.2024.16491,,10
abcd_38821981,38821981,Using explainable machine learning and fitbit data to investigate predictors of adolescent obesity.,Kiss O; Baker FC; Palovics R; Dooley EE; Pettee Gabriel K; Nagata JM,2024,2024/05/31,Scientific reports,10.1038/s41598-024-60811-2,,10
abcd_39021436,39021436,"Prenatal and childhood air pollution exposure, cellular immune biomarkers, and brain connectivity in early adolescents.",Cotter DL; Morrel J; Sukumaran K; Cardenas-Iniguez C; Schwartz J; Herting MM,2024,2024/05/31,"Brain, behavior, & immunity - health",10.1016/j.bbih.2024.100799,,10
abcd_38814823,38814823,Particulate Matter Exposure and Default Mode Network Equilibrium during Early Adolescence.,Zundel CG; Ely S; Brokamp C; Strawn JR; Jovanovic T; Ryan P; Marusak H,2024,2024/05/30,Brain connectivity,10.1089/brain.2023.0072,,10
abcd_38806652,38806652,Neural correlates of obesity across the lifespan.,Morys F; Tremblay C; Rahayel S; Hansen JY; Dai A; Misic B; Dagher A,2024,2024/05/28,Communications biology,10.1038/s42003-024-06361-9,,10
abcd_38807026,38807026,Racial Differences in Biopsychosocial Pathways to Tobacco and Marijuana Use Among Youth.,Assari S,2024,2024/05/28,Journal of racial and ethnic health disparities,10.1007/s40615-024-02035-8,,10
abcd_38809249,38809249,Influence of chronotype on pain incidence during early adolescence.,Li R; Groenewald C; Tham SW; Rabbitts JA; Ward TM; Palermo TM,2024,2024/05/28,Pain,10.1097/j.pain.0000000000003271,,10
abcd_38803212,38803212,A Comparison of Remote Versus in-Person Assessments of Substance Use and Related Constructs Among Adolescents.,Wade NE; Patel H; Pelham WE,2024,2024/05/27,Substance use & misuse,10.1080/10826084.2024.2352108,,10
abcd_38823157,38823157,Air pollution from biomass burning disrupts early adolescent cortical microarchitecture development.,Bottenhorn KL; Sukumaran K; Cardenas-Iniguez C; Habre R; Schwartz J; Chen JC; Herting MM,2024,2024/05/27,Environment international,10.1016/j.envint.2024.108769,,10
abcd_38838435,38838435,Interactive effects of participant and stimulus race on cognitive performance in youth: Insights from the ABCD study.,Rubien-Thomas E; Lin YC; Chan I; Conley MI; Skalaban L; Kopp H; Adake A; Richeson JA; Gee DG; Baskin-Sommers A; Casey BJ,2024,2024/05/24,Developmental cognitive neuroscience,10.1016/j.dcn.2024.101393,,10
abcd_38779781,38779781,"Parental Legal System Involvement, Positive Childhood Experiences, and Suicide Risk.",Bravo LG; Meza J; Schiff SJ; Ahmed C; Elliot T; La Charite J; Choi K,2024,2024/05/23,Pediatrics,10.1542/peds.2023-062566,,10
abcd_38780543,38780543,Measurement invariance of the Child Behavior Checklist (CBCL) across race/ethnicity and sex in the Adolescent Brain and Cognitive Development (ABCD) study.,Stewart LC; Asadi S; Rodriguez-Seijas C; Wilson S; Michelini G; Kotov R; Cicero DC; Olino TM,2024,2024/05/23,Psychological assessment,10.1037/pas0001319,,10
abcd_unraveling_multimodal_brain_signatures_deciphering_transdiagnostic_dimensions_of,,Unraveling Multimodal Brain Signatures: Deciphering Transdiagnostic Dimensions of Psychopathology in Adolescents,Xia J; Chen N; Qiu A,2024,2024/05/23,Advanced Intelligent Systems,,,10
abcd_38778392,38778392,Social epidemiology of online dating in U.S. early adolescents.,Nagata JM; Balasubramanian P; Shim JE; Talebloo J; Yen F; Al-Shoaibi AAA; Shao IY; Ganson KT; Testa A; Kiss O; Baker FC,2024,2024/05/22,BMC research notes,10.1186/s13104-024-06777-w,,10
abcd_38771191,38771191,Greater social jetlag predicts poorer NIH Toolbox crystallized cognitive and academic performance in the Adolescent Brain Cognitive Development (ABCD) study.,Li AR; Thomas ML; Gonzalez MR; McCarthy MJ; Hasler BP; Tapert SF; Meruelo AD,2024,2024/05/21,Chronobiology international,10.1080/07420528.2024.2353848,,10
abcd_38762449,38762449,Association of physical activity and screen time with cardiovascular disease risk in the Adolescent Brain Cognitive Development Study.,Nagata JM; Weinstein S; Alsamman S; Lee CM; Dooley EE; Ganson KT; Testa A; Gooding HC; Kiss O; Baker FC; Pettee Gabriel K,2024,2024/05/18,BMC public health,10.1186/s12889-024-18790-6,,10
abcd_38827440,38827440,Cross-continental environmental and genome-wide association study on children and adolescent anxiety and depression.,Thapaliya B; Ray B; Farahdel B; Suresh P; Sapkota R; Holla B; Mahadevan J; Chen J; Vaidya N; Perrone-Bizzozero NI; Benegal V; Schumann G; Calhoun VD; Liu J,2024,2024/05/17,Frontiers in psychiatry,10.3389/fpsyt.2024.1384298,,10
abcd_38759754,38759754,Association of body mass index with progression from binge-eating behavior into binge-eating disorder among adolescents in the United States: a prospective analysis of pooled data.,Al-Shoaibi AAA; Lavender JM; Kim SJ; Shao IY; Ganson KT; Testa A; He J; Glidden DV; Baker FC; Nagata JM,2024,2024/05/15,Appetite,10.1016/j.appet.2024.107419,,10
abcd_38748406,38748406,Genetic Architectures of Adolescent Depression Trajectories in 2 Longitudinal Population Cohorts.,Grimes PZ; Adams MJ; Thng G; Edmonson-Stait AJ; Lu Y; McIntosh A; Cullen B; Larsson H; Whalley HC; Kwong ASF,2024,2024/05/15,JAMA psychiatry,10.1001/jamapsychiatry.2024.0983,,10
abcd_exposomic_and_polygenic_contributions_to_allostatic_load_in_early_adolescence,,Exposomic and polygenic contributions to allostatic load in early adolescence,Hoffman KW; Tran KT; Moore TM; Gataviņš MM; Visoki E; Kwon O; DiDomenico GE; Chaiyachati BH; Schultz LM; Almasy L; Hayes MR; Daskalakis NP; Barzilay R,2024,2024/05/14,Nature Mental Health,,,10
abcd_38740587,38740587,Social determinants of antidepressant continuation during pregnancy in the USA: findings from the ABCD cohort study.,Dupuis M; Weir KR; Vidonscky Lüthold R; Panchaud A; Baggio S,2024,2024/05/14,Archives of women's mental health,10.1007/s00737-024-01470-0,,10
abcd_38781677,38781677,Developmental changes in the endorsement of psychotic-like experiences from middle childhood through young adulthood.,Capizzi R; Korenic SA; Klugman J; Damme KSF; Vargas T; Mittal VA; Schiffman J; Ellman LM,2024,2024/05/14,Journal of psychiatric research,10.1016/j.jpsychires.2024.05.034,,10
abcd_emotion_dysregulation_and_right_pars_orbitalis_constitute_a_neuropsychological_p,,Emotion dysregulation and right pars orbitalis constitute a neuropsychological pathway to attention deficit hyperactivity disorder,Hou W; Sahakian BJ; Langley C; Yang Y; Bethlehem RAI; Luo Q,2024,2024/05/13,Nature Mental Health,,,10
abcd_38749217,38749217,"Associations between behavioral and self-reported impulsivity, brain structure, and genetic influences in middle childhood.",Gilman JM; Kaur J; Tervo-Clemmens B; Potter K; Sanzo BT; Schuster RM; Bjork JM; Evins AE; Roffman JL; Lee PH,2024,2024/05/11,Developmental cognitive neuroscience,10.1016/j.dcn.2024.101389,,10
abcd_38717122,38717122,Parental warmth buffers the negative impact of weaker fronto-striatal connectivity on early adolescents' academic achievement.,Yang B; Zhou Z; Chen YY; Devakonda V; Cai T; Lee TH; Qu Y,2024,2024/05/08,Journal of research on adolescence : the official journal of the Society for Research on Adolescence,10.1111/jora.12949,,10
abcd_38713673,38713673,"Researching COVID to enhance recovery (RECOVER) pediatric study protocol: Rationale, objectives and design.",Gross RS; Thaweethai T; Rosenzweig EB; Chan J; Chibnik LB; Cicek MS; Elliott AJ; Flaherman VJ; Foulkes AS; Gage Witvliet M; Gallagher R; Gennaro ML; Jernigan TL; Karlson EW; Katz SD; Kinser PA; Kleinman LC; Lamendola-Essel MF; Milner JD; Mohandas S; Mudumbi PC; Newburger JW; Rhee KE; Salisbury AL; Snowden JN; Stein CR; Stockwell MS; Tantisira KG; Thomason ME; Truong DT; Warburton D; Wood JC; Ahmed S; Akerlundh A; Alshawabkeh AN; Anderson BR; Aschner JL; Atz AM; Aupperle RL; Baker FC; Balaraman V; Banerjee D; Barch DM; Baskin-Sommers A; Bhuiyan S; Bind MC; Bogie AL; Bradford T; Buchbinder NC; Bueler E; Bükülmez H; Casey BJ; Chang L; Chrisant M; Clark DB; Clifton RG; Clouser KN; Cottrell L; Cowan K; D'Sa V; Dapretto M; Dasgupta S; Dehority W; Dionne A; Dummer KB; Elias MD; Esquenazi-Karonika S; Evans DN; Faustino EVS; Fiks AG; Forsha D; Foxe JJ; Friedman NP; Fry G; Gaur S; Gee DG; Gray KM; Handler S; Harahsheh AS; Hasbani K; Heath AC; Hebson C; Heitzeg MM; Hester CM; Hill S; Hobart-Porter L; Hong TKF; Horowitz CR; Hsia DS; Huentelman M; Hummel KD; Irby K; Jacobus J; Jacoby VL; Jone PN; Kaelber DC; Kasmarcak TJ; Kluko MJ; Kosut JS; Laird AR; Landeo-Gutierrez J; Lang SM; Larson CL; Lim PPC; Lisdahl KM; McCrindle BW; McCulloh RJ; McHugh K; Mendelsohn AL; Metz TD; Miller J; Mitchell EC; Morgan LM; Müller-Oehring EM; Nahin ER; Neale MC; Ness-Cochinwala M; Nolan SM; Oliveira CR; Osakwe O; Oster ME; Payne RM; Portman MA; Raissy H; Randall IG; Rao S; Reeder HT; Rosas JM; Russell MW; Sabati AA; Sanil Y; Sato AI; Schechter MS; Selvarangan R; Sexson Tejtel SK; Shakti D; Sharma K; Squeglia LM; Srivastava S; Stevenson MD; Szmuszkovicz J; Talavera-Barber MM; Teufel RJ; Thacker D; Trachtenberg F; Udosen MM; Warner MR; Watson SE; Werzberger A; Weyer JC; Wood MJ; Yin HS; Zempsky WT; Zimmerman E; Dreyer BP,2024,2024/05/07,PloS one,10.1371/journal.pone.0285635,,10
abcd_38775636,38775636,Commercial Cannabidiol for Community-Based Young Adolescents: Predicting Medicinal Use.,Wade NE; Nguyen-Louie TT; Wallace AL; Sullivan RM; Tapert SF,2024,2024/05/07,Cannabis and cannabinoid research,10.1089/can.2024.0015,,10
abcd_38710591,38710591,Smaller subcortical volume relates to greater weight gain in girls with initially healthy weight.,Adise S; Ottino-Gonzalez J; Hayati Rezvan P; Kan E; Rhee KE; Goran MI; Sowell ER,2024,2024/05/06,"Obesity (Silver Spring, Md.)",10.1002/oby.24028,,10
abcd_38719179,38719179,Screen use in transgender and gender-questioning adolescents: Findings from the Adolescent Brain Cognitive Development (ABCD) Study.,Nagata JM; Balasubramanian P; Iyra P; Ganson KT; Testa A; He J; Glidden DV; Baker FC,2024,2024/05/06,Annals of epidemiology,10.1016/j.annepidem.2024.04.013,,10
abcd_38718977,38718977,Racial-Ethnic Discrimination and Early Adolescents' Behavioral Problems: The Protective Role of Parental Warmth.,Yan J; Jelsma E; Wang Y; Zhang Y; Zhao Z; Cham H; Alegria M; Yip T,2024,2024/05/03,Journal of the American Academy of Child and Adolescent Psychiatry,10.1016/j.jaac.2024.03.020,,10
abcd_40800280,40800280,Removing scanner effects with a multivariate latent approach: A RELIEF for the ABCD imaging data?,Kraft D; Bon GM; Breton É; Seidel P; Kaufmann T,2024,2024/05/02,"Imaging neuroscience (Cambridge, Mass.)",10.1162/imag_a_00157,,10
abcd_38706327,38706327,Predictors of Substance Use Initiation by Early Adolescence.,Green R; Wolf BJ; Chen A; Kirkland AE; Ferguson PL; Browning BD; Bryant BE; Tomko RL; Gray KM; Mewton L; Squeglia LM,2024,2024/05/01,The American journal of psychiatry,10.1176/appi.ajp.20230882,,10
abcd_38717776,38717776,Adolescent Neurodevelopmental Variance Across Social Strata.,Bottenhorn KL; Cardenas-Iniguez C; Schachner JN; Rosario MA; Mills KL; Laird AR; Herting MM,2024,2024/05/01,JAMA network open,10.1001/jamanetworkopen.2024.10441,,10
abcd_38684513,38684513,"Childhood internalizing, externalizing and attention symptoms predict changes in social and nonsocial screen time.",Keyes K; Hamilton A; Finsaas M; Kreski N,2024,2024/04/29,Social psychiatry and psychiatric epidemiology,10.1007/s00127-024-02669-3,,10
abcd_38870743,38870743,NowIKnowMyABCD: A global resource hub for researchers using data from the ABCD Study.,Ali SA; McCann CF; Thieu MK; Whitmore LB; Laird AR,2024,2024/04/27,Developmental cognitive neuroscience,10.1016/j.dcn.2024.101388,,10
abcd_38677137,38677137,Lifetime residential history collection and processing for environmental data linkages in the ABCD study.,Abad S; Badilla P; Marshall AT; Smith C; Tsui B; Cardenas-Iniguez C; Herting MM,2024,2024/04/26,Health & place,10.1016/j.healthplace.2024.103238,,10
abcd_40800462,40800462,Dimensions of early life adversity and their associations with functional brain organisation.,Vedechkina M; Astle DE; Holmes J,2024,2024/04/26,"Imaging neuroscience (Cambridge, Mass.)",10.1162/imag_a_00145,,10
